id,num,raw_text,text,level,level4
2372,332658974,1.服务不错：让客户了解到产品的优点，2.产品：有赠送礼品,2.产品：有赠送礼品,有礼品赠送,40
2373,332659061,今年刚买，不知道各方面服务怎样。,今年刚买，不知道各方面服务怎样。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2374,332659065,理赔比较快，出险以后理赔比较快。,理赔比较快，出险以后理赔比较快。,理赔整体时长合理,2
2375,332659368,赔付蛮快的，到账快,赔付蛮快的，到账快,工时标准合理充分（赔付快/理赔到账快）,8
2376,332659444,和太平洋保险做了个对比，感觉平安的车险人员电话联系很好。有一次客户老婆出险后，送到修理厂修好后，没过一会而就把款打到客户账上了。,和太平洋保险做了个对比，感觉平安的车险人员电话联系很好。,坐席服务态度好（接线员和回访专员）,15
2377,332659444,和太平洋保险做了个对比，感觉平安的车险人员电话联系很好。有一次客户老婆出险后，送到修理厂修好后，没过一会而就把款打到客户账上了。,有一次客户老婆出险后，送到修理厂修好后，没过一会而就把款打到客户账上了。,工时标准合理充分（赔付快/理赔到账快）,8
2378,332659493,价格实惠：保险比别的公司便宜一两百，有小东西送。 灾前预警：如台风来之前会有短信。,价格实惠：保险比别的公司便宜一两百，,保费低/价格优惠合理/有优势,7
2379,332659493,价格实惠：保险比别的公司便宜一两百，有小东西送。 灾前预警：如台风来之前会有短信。,有小东西送。,有礼品赠送,40
2380,332659493,价格实惠：保险比别的公司便宜一两百，有小东西送。 灾前预警：如台风来之前会有短信。,灾前预警：如台风来之前会有短信。,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,6
2381,332659497,1.服务好。业务员服务好。别的没有,1.服务好。业务员服务好。别的没有,销售人员服务态度好（热情/耐心/积极/坚持）,1
2382,332659584,1.理赔速度还可以2.服务还好：理赔中业务员服务,1.理赔速度还可以,理赔整体时长合理,2
2383,332659584,1.理赔速度还可以2.服务还好：理赔中业务员服务,2.服务还好：理赔中业务员服务,理赔人员服务好,28
2384,332659616,1.有些小问题，打电话给平安，马上就给解决，道路救援。2.效率比较高，有什么事情，马上就会回电，有什么困难，给他们讲，马上就给落实。3.服务态度比较好，讲话比较有礼貌，有什么不懂的，问就会耐心的解释。,1.有些小问题，打电话给平安，马上就给解决，道路救援。,业务等待时间短/救援及时,19
2385,332659616,1.有些小问题，打电话给平安，马上就给解决，道路救援。2.效率比较高，有什么事情，马上就会回电，有什么困难，给他们讲，马上就给落实。3.服务态度比较好，讲话比较有礼貌，有什么不懂的，问就会耐心的解释。,2.效率比较高，有什么事情，马上就会回电，有什么困难，给他们讲，马上就给落实。,操作人员业务处理时间短,61
2386,332659616,1.有些小问题，打电话给平安，马上就给解决，道路救援。2.效率比较高，有什么事情，马上就会回电，有什么困难，给他们讲，马上就给落实。3.服务态度比较好，讲话比较有礼貌，有什么不懂的，问就会耐心的解释。,3.服务态度比较好，讲话比较有礼貌，有什么不懂的，问就会耐心的解释。,操作人员服务态度好,67
2387,332659639,我觉得产品，提供的比较齐全；服务还可以，听说出险处理，理赔还可以,我觉得产品，提供的比较齐全；,险种多样性/产品全,52
2388,332659639,我觉得产品，提供的比较齐全；服务还可以，听说出险处理，理赔还可以,服务还可以，听说出险处理，理赔还可以,理赔整体服务好,0
2389,332659650,服务态度可以，速度快，具体说不清楚,服务态度可以，,服务态度好（未具体说明）,12
2390,332659650,服务态度可以，速度快，具体说不清楚,速度快，具体说不清楚,操作人员业务处理时间短,61
2391,332659698,服务比较到位，在保险方面的解释，到期会提前告知自己什么政策，讲解比较清楚，价格比较合理。,服务比较到位，在保险方面的解释，,销售人员业务熟练（介绍的详细）,20
2392,332659698,服务比较到位，在保险方面的解释，到期会提前告知自己什么政策，讲解比较清楚，价格比较合理。,到期会提前告知自己什么政策，讲解比较清楚,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,6
2393,332659698,服务比较到位，在保险方面的解释，到期会提前告知自己什么政策，讲解比较清楚，价格比较合理。,价格比较合理。,保费低/价格优惠合理/有优势,7
2394,332659720,方便：投保方便,方便：投保方便,投保/续保方便（电话/上门办理/渠道多/手续简单）,14
2395,332659739,1、价格便宜点：跟其他保险公司比要便宜 2、办理比较方便：是电销工作人员给其联系，只要谈好了险种价格，客户直接去当地店面交钱办理就可以了。,1、价格便宜点：跟其他保险公司比要便宜 ,保费低/价格优惠合理/有优势,7
2396,332659739,1、价格便宜点：跟其他保险公司比要便宜 2、办理比较方便：是电销工作人员给其联系，只要谈好了险种价格，客户直接去当地店面交钱办理就可以了。,2、办理比较方便：是电销工作人员给其联系，只要谈好了险种价格，客户直接去当地店面交钱办理就可以了。,投保/续保方便（电话/上门办理/渠道多/手续简单）,14
2397,332659777,性价比很高,性价比很高,保费低/价格优惠合理/有优势,7
2398,332659786,1服务还可以。办事都还可以，办事能力还可以。办事效率可以。比如处理事情可以，车子有意外第一时间过来。,1服务还可以。办事都还可以，办事能力还可以。办事效率可以。,服务态度好（未具体说明）,12
2399,332659786,1服务还可以。办事都还可以，办事能力还可以。办事效率可以。比如处理事情可以，车子有意外第一时间过来。,比如处理事情可以，车子有意外第一时间过来。,业务等待时间短/到现场快,3
2400,332659818,1.服务态度很好：办理业务时的态度，2.产品介绍的很周到,1.服务态度很好：办理业务时的态度，,销售人员服务态度好（热情/耐心/积极/坚持）,1
2401,332659818,1.服务态度很好：办理业务时的态度，2.产品介绍的很周到,2.产品介绍的很周到,销售人员业务熟练（介绍的详细）,20
2402,332659860,有一次小挂擦，我打电话反应还挺快，车追尾了，我打电话，他们立刻有人过来，后来还打电话问我车有没有修好,有一次小挂擦，我打电话反应还挺快，车追尾了，我打电话，他们立刻有人过来，,业务等待时间短/到现场快,3
2403,332659860,有一次小挂擦，我打电话反应还挺快，车追尾了，我打电话，他们立刻有人过来，后来还打电话问我车有没有修好,后来还打电话问我车有没有修好,查勘员服务积极主动,55
2404,332659868,1.比较方便，投保手续上很方便。,1.比较方便，投保手续上很方便。,投保/续保方便（电话/上门办理/渠道多/手续简单）,14
2405,332659963,理赔快：当时是单方事故直接在4S办理，很方便。,理赔快：当时是单方事故直接在4S办理，很方便。,理赔整体时长合理,2
2406,332659971,广告做得挺多，经常听到，让很多人知道了平安保险公司。,广告做得挺多，经常听到，让很多人知道了平安保险公司。,代言人/广告做得好/宣传力度大,36
2407,332659973,都可以,都可以,都好/都满意/差不多,5
2408,332659981,"1.服务:业务人员服务还可以.中间接触很多次,耐心","1.服务:业务人员服务还可以.中间接触很多次,耐心",销售人员服务态度好（热情/耐心/积极/坚持）,1
2409,332660011,服务--自己碰到车了，平安过来定损后接着把钱打到卡上了，理赔快,服务--自己碰到车了，平安过来定损后接着把钱打到卡上了，理赔快,工时标准合理充分（赔付快/理赔到账快）,8
2410,332660016,不知道哪些地方好,不知道哪些地方好,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2411,332660022,1.每年到续保时间会提前主动提示客户，2.推销过程中，条例这些比较详细。3.服务比较热情，比较主动。,1.每年到续保时间会提前主动提示客户，,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,6
2412,332660022,1.每年到续保时间会提前主动提示客户，2.推销过程中，条例这些比较详细。3.服务比较热情，比较主动。,2.推销过程中，条例这些比较详细,销售人员业务熟练（介绍的详细）,20
2413,332660022,1.每年到续保时间会提前主动提示客户，2.推销过程中，条例这些比较详细。3.服务比较热情，比较主动。,3.服务比较热情,销售人员服务态度好（热情/耐心/积极/坚持）,1
2414,332660022,1.每年到续保时间会提前主动提示客户，2.推销过程中，条例这些比较详细。3.服务比较热情，比较主动。,比较主动。,销售人员服务积极主动,48
2415,332660042,1.理赔方面蛮快的，理赔或者各项服务，原先有一次国庆回来车灯没关耗没电了，及时打平安电话过来给自己发动一下还是蛮快的，很及时的。理赔方面还是蛮快的，打款方面，就是平安到款方面。,1.理赔方面蛮快的，理赔或者各项服务，,理赔整体时长合理,2
2416,332660042,1.理赔方面蛮快的，理赔或者各项服务，原先有一次国庆回来车灯没关耗没电了，及时打平安电话过来给自己发动一下还是蛮快的，很及时的。理赔方面还是蛮快的，打款方面，就是平安到款方面。,原先有一次国庆回来车灯没关耗没电了，及时打平安电话过来给自己发动一下还是蛮快的，很及时的。,业务等待时间短/救援及时,19
2417,332660042,1.理赔方面蛮快的，理赔或者各项服务，原先有一次国庆回来车灯没关耗没电了，及时打平安电话过来给自己发动一下还是蛮快的，很及时的。理赔方面还是蛮快的，打款方面，就是平安到款方面。,理赔方面还是蛮快的，打款方面，就是平安到款方面。,工时标准合理充分（赔付快/理赔到账快）,8
2418,332660050,无,无,无明确原因/没有,4
2419,332660122,服务好：投保到现在服务不错，信息反馈，跟踪咨询不错。,服务好：投保到现在服务不错，信息反馈，跟踪咨询不错。,销售人员业务熟练（介绍的详细）,20
2420,332660235,还可以。,还可以。,都好/都满意/差不多,5
2421,332660274,刚买车，还没有接触，没有体验,刚买车，还没有接触，没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2422,332660403,服务态度很好：车碰到一点或出现一些小问题，打电话保险后平安保险公司服务部及时赶到，十多分钟就赶到了，服务态度很好，其他公司可能一两个小时才赶到现场。,服务态度很好：车碰到一点或出现一些小问题，打电话保险后平安保险公司服务部及时赶到，十多分钟就赶到了，,业务等待时间短/到现场快,3
2423,332660403,服务态度很好：车碰到一点或出现一些小问题，打电话保险后平安保险公司服务部及时赶到，十多分钟就赶到了，服务态度很好，其他公司可能一两个小时才赶到现场。,服务态度很好，其他公司可能一两个小时才赶到现场。,查勘员服务态度好,35
2424,332660419,1.服务好(轮胎破了，服务人员开了30多里路去给换轮胎),1.服务好(轮胎破了，服务人员开了30多里路去给换轮胎),业务等待时间短/救援及时,19
2425,332660577,感觉一般，没有好的地方,感觉一般，没有好的地方,无明确原因/没有,4
2426,332660654,服务好：保险到期每次去弄，都很热情,服务好：保险到期每次去弄，都很热情,服务态度好（未具体说明）,12
2427,332660682,出险比较顺利，比如报案，出现场，然后处理，没有纠结的地方,出险比较顺利，比如报案，出现场，然后处理，没有纠结的地方,理赔整体服务好,0
2428,332660693,产品服务好:处理报案、索赔比较快,产品服务好:处理报案、索赔比较快,理赔整体时长合理,2
2429,332660709,不了解,不了解,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2430,332660714,1.服务还可以，车没电了接电。2.索赔速度，比较快，钱到账比较快。,1.服务还可以，车没电了接电。,业务等待时间短/救援及时,19
2431,332660714,1.服务还可以，车没电了接电。2.索赔速度，比较快，钱到账比较快。,2.索赔速度，比较快，钱到账比较快。,工时标准合理充分（赔付快/理赔到账快）,8
2432,332660790,没有发现,没有发现,无明确原因/没有,4
2433,332660826,1停车不小心弄掉一点油漆，打电话之后很快很及时解决这个难题，服务比较满意。2办保险的时候讲了很多，很好。讲了一些注意的地方，出现交通问题怎么办。,1停车不小心弄掉一点油漆，打电话之后很快很及时解决这个难题，服务比较满意。,理赔整体时长合理,2
2434,332660826,1停车不小心弄掉一点油漆，打电话之后很快很及时解决这个难题，服务比较满意。2办保险的时候讲了很多，很好。讲了一些注意的地方，出现交通问题怎么办。,2办保险的时候讲了很多，很好。讲了一些注意的地方，出现交通问题怎么办。,销售人员业务熟练（介绍的详细）,20
2435,332660828,"理赔快:出了什么事,打个电话就过来了,拍了照就指定修理厂,不用掏钱了","理赔快:出了什么事,打个电话就过来了,",业务等待时间短/到现场快,3
2436,332660828,"理赔快:出了什么事,打个电话就过来了,拍了照就指定修理厂,不用掏钱了",拍了照就指定修理厂,理赔整体时长合理,2
2437,332660828,"理赔快:出了什么事,打个电话就过来了,拍了照就指定修理厂,不用掏钱了",不用掏钱了,无需客户垫付/公司先行垫付,44
2438,332661127,1.公司大,1.公司大,规模/大公司，有实力（涉及领域广）,38
2439,332661252,1、速度、质量：办理过程，报案的时候去现场都很速度及时。 2、人员态度挺好：业务办理的人员去现场的查勘人员很客气，很有耐心解释。,1、速度、质量：办理过程，报案的时候去现场都很速度及时。 ,业务等待时间短/到现场快,3
2440,332661252,1、速度、质量：办理过程，报案的时候去现场都很速度及时。 2、人员态度挺好：业务办理的人员去现场的查勘人员很客气，很有耐心解释。,2、人员态度挺好：业务办理的人员去现场的查勘人员很客气，很有耐心解释。,查勘员服务态度好,35
2441,332661288,听朋友说售后可以，当时买的时候营销员态度很好,听朋友说售后可以，当时买的时候营销员态度很好,销售人员服务态度好（热情/耐心/积极/坚持）,1
2442,332661368,理赔的时候快,理赔的时候快,理赔整体时长合理,2
2443,332661409,都差不多,都差不多,都好/都满意/差不多,5
2444,332661466,销售方面，服务人员跟单及时：服务人员联系的比较勤，保险内容介绍的比较详细,销售方面，服务人员跟单及时：,销售人员业务处理时间快/及时,34
2445,332661466,销售方面，服务人员跟单及时：服务人员联系的比较勤，保险内容介绍的比较详细,服务人员联系的比较勤,销售人员/业务员服务好/销售人员很勤快（未注明）,72
2446,332661466,销售方面，服务人员跟单及时：服务人员联系的比较勤，保险内容介绍的比较详细,保险内容介绍的比较详细,销售人员业务熟练（介绍的详细）,20
2447,332661497,没有打过交到。,没有打过交到。,无明确原因/没有,4
2448,332661504,去分公司买保险的时候，服务员服务态度可以。,去分公司买保险的时候，服务员服务态度可以。,销售人员服务态度好（热情/耐心/积极/坚持）,1
2449,332661555,服务好:介绍和应急方面都不错.,服务好:介绍和应急方面都不错.,服务态度好（未具体说明）,12
2450,332661871,"网上投保还可以,比较方便,电话推销有可能会有假的,所以网上投保;保险推销员太敬业了,会提前两个月甚至更久就会给自己保险促销,自己说要6月份才买,但依然会继续给自己打电话","网上投保还可以,比较方便,电话推销有可能会有假的,所以网上投保",网络投保方便,11
2451,332661871,"网上投保还可以,比较方便,电话推销有可能会有假的,所以网上投保;保险推销员太敬业了,会提前两个月甚至更久就会给自己保险促销,自己说要6月份才买,但依然会继续给自己打电话","保险推销员太敬业了,",业务员专业/敬业（能解答/解决问题/维护客户的利益）,51
2452,332661871,"网上投保还可以,比较方便,电话推销有可能会有假的,所以网上投保;保险推销员太敬业了,会提前两个月甚至更久就会给自己保险促销,自己说要6月份才买,但依然会继续给自己打电话","会提前两个月甚至更久就会给自己保险促销,自己说要6月份才买,但依然会继续给自己打电话",保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,6
2453,332662022,服务态度好，办理效率高，有什么事情打电话给公司很快办理。,服务态度好，办理效率高，有什么事情打电话给公司很快办理。,问题反馈/响应/解答及时、快,26
2454,332662059,"服务好,服务人员很热情;理赔速度快,出险后理赔款到账快","服务好,服务人员很热情",服务态度好（未具体说明）,12
2455,332662059,"服务好,服务人员很热情;理赔速度快,出险后理赔款到账快","理赔速度快,出险后理赔款到账快",工时标准合理充分（赔付快/理赔到账快）,8
2456,332662190,没有,没有,无明确原因/没有,4
2457,332662233,1.赔付各方面还可以（事情处理，赔付时间比较合理）,1.赔付各方面还可以（事情处理，赔付时间比较合理）,工时标准合理充分（赔付快/理赔到账快）,8
2458,332662256,没有报过险，不知道如何,没有报过险，不知道如何,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2459,332662425,无,无,无明确原因/没有,4
2460,332662438,发生事故时，报险后能及时处理，比较满意：去旅游在其他地方出险了，报险后，保险公司的人能及时到现场协助处理，比较满意,发生事故时，报险后能及时处理，,查勘员业务响应时间快,24
2461,332662438,发生事故时，报险后能及时处理，比较满意：去旅游在其他地方出险了，报险后，保险公司的人能及时到现场协助处理，比较满意,比较满意：去旅游在其他地方出险了，报险后，保险公司的人能及时到现场协助处理，比较满意,业务等待时间短/到现场快,3
2462,332662465,一：出险比较快，理赔比较快,一：出险比较快,业务等待时间短/到现场快,3
2463,332662465,一：出险比较快，理赔比较快,理赔比较快,理赔整体时长合理,2
2464,332662516,没有,没有,无明确原因/没有,4
2465,332662598,1.服务：工作人员的服务态度还可以,1.服务：工作人员的服务态度还可以,服务态度好（未具体说明）,12
2466,332662605,优惠度还可以，去年一年没有出险，今年保费方面有一些优惠,优惠度还可以，去年一年没有出险，今年保费方面有一些优惠,多次未出险保费有优惠/合理,71
2467,332662987,1、业务员挺不错：挺专业的，有什么事情，爱给自己帮忙，不像去年另外人保的业务员 2、平安这几年品牌做的比较大，让自己值得信任,1、业务员挺不错：挺专业的,业务员专业/敬业（能解答/解决问题/维护客户的利益）,51
2468,332662987,1、业务员挺不错：挺专业的，有什么事情，爱给自己帮忙，不像去年另外人保的业务员 2、平安这几年品牌做的比较大，让自己值得信任,有什么事情，爱给自己帮忙，不像去年另外人保的业务员,销售人员服务积极主动,48
2469,332662987,1、业务员挺不错：挺专业的，有什么事情，爱给自己帮忙，不像去年另外人保的业务员 2、平安这几年品牌做的比较大，让自己值得信任,2、平安这几年品牌做的比较大,认知程度/品牌大,46
2470,332662987,1、业务员挺不错：挺专业的，有什么事情，爱给自己帮忙，不像去年另外人保的业务员 2、平安这几年品牌做的比较大，让自己值得信任,让自己值得信任,信誉/口碑好/信任公司/一直买平安,23
2471,332663103,没有,没有,无明确原因/没有,4
2472,332663168,出险后打了电话后，公司里来人很快，不像有些公司人来的很慢；有快速理赔，赔付比较快，二十分钟左右就完成了，直接会有人协商处理,出险后打了电话后，公司里来人很快，不像有些公司人来的很慢；,业务等待时间短/到现场快,3
2473,332663168,出险后打了电话后，公司里来人很快，不像有些公司人来的很慢；有快速理赔，赔付比较快，二十分钟左右就完成了，直接会有人协商处理,有快速理赔，赔付比较快，二十分钟左右就完成了，直接会有人协商处理,工时标准合理充分（赔付快/理赔到账快）,8
2474,332663306,道路救援很及时，服务很好。业务人员做业务的时候很细致,道路救援很及时，服务很好。,业务等待时间短/救援及时,19
2475,332663306,道路救援很及时，服务很好。业务人员做业务的时候很细致,业务人员做业务的时候很细致,操作人员业务熟练,70
2476,332663346,没有,没有,无明确原因/没有,4
2477,332663363,1.办保险比较方便：打个电话就办理了2.服务不错：去了马上办理说话态度方面也不错,1.办保险比较方便：打个电话就办理了,投保/续保方便（电话/上门办理/渠道多/手续简单）,14
2478,332663363,1.办保险比较方便：打个电话就办理了2.服务不错：去了马上办理说话态度方面也不错,2.服务不错：去了马上办理,销售人员业务处理时间快/及时,34
2479,332663363,1.办保险比较方便：打个电话就办理了2.服务不错：去了马上办理说话态度方面也不错,说话态度方面也不错,销售人员服务态度好（热情/耐心/积极/坚持）,1
2480,332663373,服务态度不错，销售人员，大厅里的服务人员,服务态度不错，销售人员，大厅里的服务人员,销售人员服务态度好（热情/耐心/积极/坚持）,1
2481,332663401,觉得比较优惠。一个是价格，一个是有赠品。,觉得比较优惠。一个是价格，,保费低/价格优惠合理/有优势,7
2482,332663401,觉得比较优惠。一个是价格，一个是有赠品。,一个是有赠品。,有礼品赠送,40
2483,332663410,不知道有什么好的也不知道有什么不好的。,不知道有什么好的也不知道有什么不好的。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2484,332663424,1.服务：办保险的时候工作人员态度挺好的，办东西比较快,1.服务：办保险的时候工作人员态度挺好的，,销售人员服务态度好（热情/耐心/积极/坚持）,1
2485,332663424,1.服务：办保险的时候工作人员态度挺好的，办东西比较快,办东西比较快,销售人员业务处理时间快/及时,34
2486,332663493,1.服务态度挺好：柜面挺热情态度也很好2.赠品也挺好的,1.服务态度挺好：柜面挺热情态度也很好,销售人员服务态度好（热情/耐心/积极/坚持）,1
2487,332663493,1.服务态度挺好：柜面挺热情态度也很好2.赠品也挺好的,2.赠品也挺好的,礼品实用/好,25
2488,332663524,一：服务方面，就是服务好,一：服务方面，就是服务好,服务态度好（未具体说明）,12
2489,332663529,无,无,无明确原因/没有,4
2490,332663532,1.没有,1.没有,无明确原因/没有,4
2491,332663553,相对来说，连保费和赠品都很好，跟其他公司相比虽然贵了一点 但是有赠品 虽然没出过险，听说过理赔还是不错的，跟正常公司差不多，只要没有太昂贵的费用理赔，基本三天就能下来,相对来说，连保费和赠品都很好，跟其他公司相比虽然贵了一点 但是有赠品 ,礼品实用/好,25
2492,332663553,相对来说，连保费和赠品都很好，跟其他公司相比虽然贵了一点 但是有赠品 虽然没出过险，听说过理赔还是不错的，跟正常公司差不多，只要没有太昂贵的费用理赔，基本三天就能下来, 虽然没出过险，听说过理赔还是不错的，跟正常公司差不多，只要没有太昂贵的费用理赔，基本三天就能下来,工时标准合理充分（赔付快/理赔到账快）,8
2493,332663580,平安大品牌，有保障，习惯性的购买,平安大品牌,认知程度/品牌大,46
2494,332663580,平安大品牌，有保障，习惯性的购买,有保障,产品保障范围广/好/有保障,30
2495,332663580,平安大品牌，有保障，习惯性的购买,习惯性的购买,信誉/口碑好/信任公司/一直买平安,23
2496,332663588,1.车险到期基本提前90天、两个月提醒，服务态度上面：自己每年车险到期都不知道，会有人提醒。,1.车险到期基本提前90天、两个月提醒，服务态度上面：自己每年车险到期都不知道，会有人提醒。,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,6
2497,332663620,1.服务挺好的：整体服务人员态度都挺好,1.服务挺好的：整体服务人员态度都挺好,服务态度好（未具体说明）,12
2498,332663626,1.服务挺好的，咨询东西时的服务挺好的。,1.服务挺好的，咨询东西时的服务挺好的。,销售人员服务态度好（热情/耐心/积极/坚持）,1
2499,332663630,收费低，指保费低，比其他车险低点,收费低，指保费低，比其他车险低点,保费低/价格优惠合理/有优势,7
2500,332663635,感觉平安保险公司挺不错的：服务还行：售后服务,感觉平安保险公司挺不错的：服务还行：售后服务,服务态度好（未具体说明）,12
2501,332663711,优惠还凑合，一般送东西什么的都提前打电话，不用我特意去，到那交完钱就走了；服务态度挺好，门店工作人员态度好,优惠还凑合，,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,86
2502,332663711,优惠还凑合，一般送东西什么的都提前打电话，不用我特意去，到那交完钱就走了；服务态度挺好，门店工作人员态度好,一般送东西什么的都提前打电话，不用我特意去，到那交完钱就走了,配送人员态度好（提前和客户沟通送单时间）,84
2503,332663711,优惠还凑合，一般送东西什么的都提前打电话，不用我特意去，到那交完钱就走了；服务态度挺好，门店工作人员态度好,服务态度挺好，门店工作人员态度好,销售人员服务态度好（热情/耐心/积极/坚持）,1
2504,332663829,理赔的速度很好,理赔的速度很好,理赔整体时长合理,2
2505,332663903,1.服务比较好，保险到期的时候都会提醒，有什么事都会为客户着想，介绍产品，宣传都不错。,1.服务比较好，保险到期的时候都会提醒,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,6
2506,332663903,1.服务比较好，保险到期的时候都会提醒，有什么事都会为客户着想，介绍产品，宣传都不错。,有什么事都会为客户着想,业务员专业/敬业（能解答/解决问题/维护客户的利益）,51
2507,332663903,1.服务比较好，保险到期的时候都会提醒，有什么事都会为客户着想，介绍产品，宣传都不错。,介绍产品，宣传都不错。,销售人员业务熟练（介绍的详细）,20
2508,332663907,服务态度好:柜台服务态度,服务态度好:柜台服务态度,销售人员服务态度好（热情/耐心/积极/坚持）,1
2509,332663972,服务（买保险的时候服务挺好）,服务（买保险的时候服务挺好）,销售人员服务态度好（热情/耐心/积极/坚持）,1
2510,332664062,没有,没有,无明确原因/没有,4
2511,332664109,才买半年，没有感觉到。,才买半年，没有感觉到。,无明确原因/没有,4
2512,332664298,没有,没有,无明确原因/没有,4
2513,332664341,1平安有的地方服务态度还行，理赔还算可以。找的是亲戚办理的，挺好的。理赔当时理赔员来了之后定损之后没有管。,1平安有的地方服务态度还行，,服务态度好（未具体说明）,12
2514,332664341,1平安有的地方服务态度还行，理赔还算可以。找的是亲戚办理的，挺好的。理赔当时理赔员来了之后定损之后没有管。,理赔还算可以。,理赔整体服务好,0
2515,332664341,1平安有的地方服务态度还行，理赔还算可以。找的是亲戚办理的，挺好的。理赔当时理赔员来了之后定损之后没有管。,找的是亲戚办理的，挺好的。理赔当时理赔员来了之后定损之后没有管。,自己家人朋友在平安工作,57
2516,332664393,"入了平安车险后自己没有出过险,不知道有什么好的地方","入了平安车险后自己没有出过险,不知道有什么好的地方",不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2517,332664485,1.细节做到比较到位，回访，跟踪服务。,1.细节做到比较到位，回访，跟踪服务。,销售人员售后跟踪服务好/到位,32
2518,332664506,客户称业务员讲得特别具体，有不懂的问一问，反正就是哪方面做得都挺全面的，让自己很快理解进去。保险的险种都挺满意的，就这么回事。,客户称业务员讲得特别具体，有不懂的问一问，反正就是哪方面做得都挺全面的，让自己很快理解进去。,销售人员业务熟练（介绍的详细）,20
2519,332664506,客户称业务员讲得特别具体，有不懂的问一问，反正就是哪方面做得都挺全面的，让自己很快理解进去。保险的险种都挺满意的，就这么回事。,保险的险种都挺满意的，就这么回事。,险种多样性/产品全,52
2520,332664515,出现场到达很快,出现场到达很快,业务等待时间短/到现场快,3
2521,332664554,服务态度好：柜面工作人员服务态度好2.问题解答都挺专业,服务态度好：柜面工作人员服务态度好,销售人员服务态度好（热情/耐心/积极/坚持）,1
2522,332664554,服务态度好：柜面工作人员服务态度好2.问题解答都挺专业,2.问题解答都挺专业,业务员专业/敬业（能解答/解决问题/维护客户的利益）,51
2523,332664570,还可以，今年才买的车险，客户不知道怎么说,还可以，今年才买的车险，客户不知道怎么说,都好/都满意/差不多,5
2524,332664603,1.上了保险，保单给送到家这个挺好。,1.上了保险，保单给送到家这个挺好。,有送单服务很方便（上门送单/快递送单）/服务好,43
2525,332664635,1.服务不错，当时去拿保单时的服务人员说话客气,1.服务不错，当时去拿保单时的服务人员说话客气,服务态度好（未具体说明）,12
2526,332664788,电话直销方便，保险索赔方便,电话直销方便，,投保/续保方便（电话/上门办理/渠道多/手续简单）,14
2527,332664788,电话直销方便，保险索赔方便,保险索赔方便,流程简单/手续简便,29
2528,332664862,无,无,无明确原因/没有,4
2529,332664902,没有,没有,无明确原因/没有,4
2530,332664906,1、理赔及时（赔付款快）2、服务还可以（打电话（95511）咨询，很好，很热情）,1、理赔及时（赔付款快）,工时标准合理充分（赔付快/理赔到账快）,8
2531,332664906,1、理赔及时（赔付款快）2、服务还可以（打电话（95511）咨询，很好，很热情）,2、服务还可以（打电话（95511）咨询，很好，很热情）,坐席服务态度好（接线员和回访专员）,15
2532,332664936,服务--免费拖车之类的服务都是其他公司没有的，都不错，朋友是代理人，有事客户称自己的朋友就代办了很方便，品牌好,服务--免费拖车之类的服务都是其他公司没有的，都不错，,产品好/不错/有优势/满足客户需求,21
2533,332664936,服务--免费拖车之类的服务都是其他公司没有的，都不错，朋友是代理人，有事客户称自己的朋友就代办了很方便，品牌好,朋友是代理人，有事客户称自己的朋友就代办了很方便,自己家人朋友在平安工作,57
2534,332664936,服务--免费拖车之类的服务都是其他公司没有的，都不错，朋友是代理人，有事客户称自己的朋友就代办了很方便，品牌好,品牌好,规模/大公司，有实力（涉及领域广）,38
2535,332665027,业务员服务态度好,业务员服务态度好,销售人员服务态度好（热情/耐心/积极/坚持）,1
2536,332665033,名牌大. 服务态度可以 销售可以:电话销售服务态度好.,名牌大.,认知程度/品牌大,46
2537,332665033,名牌大. 服务态度可以 销售可以:电话销售服务态度好.,服务态度可以 销售可以:电话销售服务态度好.,销售人员服务态度好（热情/耐心/积极/坚持）,1
2538,332665079,"出险理赔快:打电话很快到,服务人员挺不错的",出险理赔快,理赔整体时长合理,2
2539,332665079,"出险理赔快:打电话很快到,服务人员挺不错的",出打电话很快到,业务等待时间短/到现场快,3
2540,332665079,"出险理赔快:打电话很快到,服务人员挺不错的",服务人员挺不错的,查勘员服务态度好,35
2541,332665114,说不清楚,说不清楚,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,13
2542,332665122,"1.服务:柜面,业务员服务都挺好的","1.服务:柜面,业务员服务都挺好的",销售人员服务态度好（热情/耐心/积极/坚持）,1
2543,332665129,"业务可以:讲解比较清楚,服务可以","业务可以:讲解比较清楚,服务可以",销售人员业务熟练（介绍的详细）,20
