,num,text,level,pre_forest,pre_NB,pre_lr,probs_lr
310,291923529,服务人员态度比较好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,理赔人员服务好,0.127962250514
311,291923529,购买比较方便：直销,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.207747354618
312,291923529,网上直接就可以买了,网络投保方便,网络投保方便,投保/续保方便（电话/上门办理/渠道多/手续简单）,网络投保方便,0.515573212157
313,291923529,推销比较少：电话比较少，不是别人推销。,电销车险做得好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,电销车险做得好（未具体说明）,0.114748600875
314,291923548,办理手续比较快，客户还没有用过。投保办理快捷,销售人员业务处理时间快/及时,无明确原因/没有,投保/续保方便（电话/上门办理/渠道多/手续简单）,处理人员业务处理快,0.412716105604
315,291923549,客户称售后比较好，反正是感觉好,销售人员售后跟踪服务好/到位,销售人员售后跟踪服务好/到位,服务态度好（未具体说明）,销售人员售后跟踪服务好/到位,0.230134307131
316,291923549,他们都说平安好所以就选择平安,信誉/口碑好/信任公司/一直买平安,规模/大公司，有实力（涉及领域广）,信誉/口碑好/信任公司/一直买平安,自己家人朋友在平安工作,0.322601093049
317,291923549,理赔好，效率都还可以,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.117854471594
318,291923549,服务态度好，反正感觉比较亲切。,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,服务态度好（未具体说明）,0.275532756015
319,291923583,都可以,都好/都满意/差不多,都好/都满意/差不多,工时标准合理充分（赔付快/理赔到账快）,都好/都满意/差不多,0.0816554120387
320,291923598,"服务到位,业务员服务",服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.111988991119
321,291923606,没有特别印象,无明确原因/没有,无明确原因/没有,无明确原因/没有,无明确原因/没有,0.612848587108
322,291923617,理赔快：钱到账时间比较快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.701689247923
323,291923617,救援挺好：速度好,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,0.216558634219
324,291923617,态度也很好。,服务质量好，无差错,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,查勘员服务态度好,0.0769026857318
325,291924337,客户称都蛮好，客户称说不出来具体的,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.37130016815
326,291924344,"客户称接触得比较少,服务还可以,办事效率可以.",服务态度好（未具体说明）,服务态度好（未具体说明）,服务态度好（未具体说明）,服务态度好（未具体说明）,0.298124983481
327,291924347,服务态度都可以,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.1304892354
328,291924347,理赔，理赔快，服务好,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体服务好,0.374760376289
329,291924347,定损都可以,定损员业务熟练,定损员业务处理时间快,工时标准合理充分（赔付快/理赔到账快）,业务差错少,0.262786070499
330,291924355,问了客户几遍，客户称还没有用不知道怎么说。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.732069317544
331,291924822,理赔，速度快。,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.233140022629
332,292370311,各方面都比较好，出险能第一时间到现场,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.726427133163
333,292370311,理赔这方面，理赔保方面都满意，具体的说不出来。,理赔整体服务好,理赔整体时长合理,理赔整体时长合理,理赔整体服务好,0.334743292131
334,292370356,业务人员服务不错：随叫随到，很多好的有点，有点说不出来,响应时效快/随叫随到,响应时效快/随叫随到,销售人员服务态度好（热情/耐心/积极/坚持）,响应时效快/随叫随到,0.672153986637
335,292370362,服务上面性质态度好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.142271677975
336,292370362,介绍服务的人员讲的很仔细，比如说如果你有什么不满的话，他会问的很仔细，态度都很好,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.599648019869
337,292370362,车子出事处理很快,销售人员业务处理时间快/及时,业务等待时间短/到现场快,业务等待时间短/到现场快,销售人员业务处理时间快/及时,0.157654301286
338,292370362,售后也比较好：很及时，电话打去，他就会马上安排好。,销售人员售后跟踪服务好/到位,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/救援及时,0.130483110908
339,292370373,我也不知道，就用了一次，服务挺好的，现在就挺好,服务态度好（未具体说明）,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,业务等待时间短/到现场快,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.289105162559
340,292370401,1、服务好,服务态度好（未具体说明）,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.0737578248891
341,292370401,假如车出故障了有施救,业务等待时间短/救援及时,无明确原因/没有,业务等待时间短/救援及时,业务等待时间短/救援及时,0.0554762380086
342,292370425,1客户称比较全面各个方面都比较好；1）总体上说都可以主要是希望在过节搞活动上幅度在大点，再把保险各方面完善一下，有的保险上理赔对客户不完善。,都好/都满意/差不多,理赔整体时长合理,都好/都满意/差不多,都好/都满意/差不多,0.701340262213
343,292370426,响应速度比较快：都很快，无论是出险或理赔，速度都挺快,问题反馈/响应/解答及时、快,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.199534575477
344,292370426,打了个电话人就到了,业务等待时间短/到现场快,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.0529666135699
345,292370426,理赔的话当天可能就处理好了,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔时长合理,0.212895247088
346,292370426,所以客户要买第二辆车也会选中国平安,信誉/口碑好/信任公司/一直买平安,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,自己家人朋友在平安工作,0.135695613077
347,292370442,服务好，业务人员热情。,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.162845766831
348,292370442,理赔快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.133567880156
349,292370442,过年送对子,有礼品赠送,无明确原因/没有,有礼品赠送,有礼品赠送,0.0828561268534
350,292370442,时打电话,购买后有回访/信息/及时回访,业务等待时间短/到现场快,业务等待时间短/到现场快,坐席业务处理速度快,0.0784190678973
351,292370454,客户称是朋友介绍，没有用过，说不出来。,朋友推荐的,无明确原因/没有,朋友推荐的,朋友推荐的,0.710090169615
352,292370456,客户称具体的自己不知道怎么说，反正都是可以。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.390469540533
353,292370465,1.服务态度好，就是感觉 ,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.161996096789
354,292370465,2.报这个保险挺痛快挺快捷，听别人说的，他们有报过说挺快捷,销售人员业务处理时间快/及时,销售人员服务态度好（热情/耐心/积极/坚持）,业务等待时间短/到现场快,处理人员业务处理快,0.309840472433
355,292370470,服务还可以。业务员服务热情，能够给客户提供帮助。,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.545578489825
356,292370470,基本上打业务员的电话能够解决问题，保险，向理赔咨询,业务员专业/敬业（能解答/解决问题/维护客户的利益）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,业务员专业/敬业（能解答/解决问题/维护客户的利益）,0.292352439275
357,292370525,1去年买的，听人介绍，了解到赔付比较快。出现事故后，各方面赔付比其它保险公司要快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.729596075483
358,292370525,2服务比较好,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.0732700670137
359,292370525,以前买的人寿的，人寿的不像平安，保险要到期了，很早就提醒,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.813667929265
360,292370525,利用一些促销，表示平安有什么后动或优惠，要求加入平安。帮助需要购买保险的人进入平安,销售优惠力度,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,规模/大公司，有实力（涉及领域广）,销售优惠力度,0.655952676763
361,292370525,介绍各方面的优惠、实惠。,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,保费低/价格优惠合理/有优势,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,0.233118117595
362,292370539,赔的速度还可以：出险后，修好了车，钱打进来比较快,工时标准合理充分（赔付快/理赔到账快）,业务等待时间短/到现场快,工时标准合理充分（赔付快/理赔到账快）,业务等待时间短/到现场快,0.18347508298
363,292370539,车电瓶没电了打过去后，免费救援来的速度还可以：不会让自己等待太久。 其他的自己说不上来,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,0.762636854211
364,292370544,1.不清楚，也是听朋友推荐的,朋友推荐的,朋友推荐的,销售人员业务熟练（介绍的详细）,朋友推荐的,0.610232431594
365,292370572,年审可以：保险公司对半年审，办理年审,险种多样性/产品全,都好/都满意/差不多,投保/续保方便（电话/上门办理/渠道多/手续简单）,险种多样性/产品全,0.418960840884
366,292370572,服务态度可以：保险公司服务态度可以,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.467857068872
367,292370596,没走过保险，我也不知道。平安保险还可以。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,服务态度好（未具体说明）,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.158193455622
368,292370610,广告做得好。,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,0.563902443182
369,292370618,理赔：报案之后勘察员第一时间能到达现场,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.483774125427
370,292370618,价格合理：与别的保险公司对比过。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.287141777209
371,292370654,1理赔上做得不错，挺快的,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.213677272322
372,292370654,2.买保险的时候门店服务人员工作人员态度好，也就是服务态度确实挺好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.648567053107
373,292370660,服务态度比较好.,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,查勘员服务态度好,0.0894485498895
374,292370686,价格不高,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.432969422276
375,292370686,态度挺好。热情客气挺耐心。,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.220760105277
376,292370693,基本满意。服务周到。比较热情,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,坐席服务积极主动（积极解决问题）,0.133712568127
377,292370719,只是朋友推荐的，自己本身也不看的（有满意的地方，但是说不上来）,朋友推荐的,朋友推荐的,朋友推荐的,朋友推荐的,0.676276096768
378,292370725,一：理赔比较快，出险办理手续比较快 1.理赔快,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.577577098069
379,292370786,一.理赔快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.133567880156
380,292370786,1.赔款快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.142214384144
381,292370786,1.前台不错 没有了,销售人员服务态度好（热情/耐心/积极/坚持）,无明确原因/没有,销售人员服务态度好（热情/耐心/积极/坚持）,无明确原因/没有,0.378576054445
382,292370794,客户称自己才买了保险一两个月，听卖车的人说平安车险好，自己就买的平安车险,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,信誉/口碑好/信任公司/一直买平安,0.377432560998
383,292370794,自己还没了解平安车险。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,规模/大公司，有实力（涉及领域广）,信誉/口碑好/信任公司/一直买平安,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.150338985584
384,292370796,服务好：每次打电话过来告知是不是保险到期了,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.700130425492
385,292370796,会把保单送过了。,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,0.202395638913
386,292370806,客户咨询称自己从来没有出过险，对于这个有没有什么优惠的，坐席提供解决途径，95511转5。对于满意的地方客户表示没有。,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.651563313293
387,292370813,服务好,服务态度好（未具体说明）,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.0737578248891
388,292370813,电话回访，购买保险得时候,购买后有回访/信息/及时回访,电话拨打时间规范,投保/续保方便（电话/上门办理/渠道多/手续简单）,购买后有回访/信息/及时回访,0.602661050381
389,292370819,保险费用便宜一些。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.315670563604
390,292370830,方便些：保单电话联系的，不像其他人那样跑过来跑过去，扣费都比较方便,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.48079923242
391,292370830,价格方面可以：保费比较透明,报价/保费透明,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,报价/保费透明,0.646857331206
392,292370830,大公司,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.271559487799
393,292370830,信用有保障,信誉/口碑好/信任公司/一直买平安,产品保障范围广/好/有保障,规模/大公司，有实力（涉及领域广）,产品保障范围广/好/有保障,0.305142699359
394,292370831,客服，销售方面蛮好的。说一遍然后再发短信通知到，有不懂得再给我讲解，服务都挺好的。,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.185075048825
395,292370833,理赔方面挺好,理赔整体服务好,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.110931075872
396,292370833,"不知道,听别人说挺快的,查勘员到场快,方便",业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.117867565733
397,292370833,"业务员报价还可以(有时候一个车,会到多家公司比较,比较后觉得不是特别贵,同等价格,我们服务好)",保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.869374090632
398,292370833,"各方面都挺好(好像到商场消费,环境,价位,服务都让人觉得舒服)",都好/都满意/差不多,服务态度好（未具体说明）,都好/都满意/差不多,都好/都满意/差不多,0.21588883988
399,292370838,客户称平安公司正规一点,信誉/口碑好/信任公司/一直买平安,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.260306908594
400,292370838,理赔速度快一点。,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.301394172855
401,292370841,没有,无明确原因/没有,无明确原因/没有,无明确原因/没有,无明确原因/没有,0.522973660177
402,292370871,一.理赔快 1.车出了事立马就赔了 二.理赔服务到位,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.34035092197
403,292370871,二.理赔服务到位,理赔整体服务好,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.143543948966
404,292370871,1.钱打得快,工时标准合理充分（赔付快/理赔到账快）,无明确原因/没有,工时标准合理充分（赔付快/理赔到账快）,无明确原因/没有,0.0465235255772
405,292370878,理赔比较快：,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.173068952766
406,292370884,第一年买，服务也不知道，还没了解过,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.598517918529
407,292370884,服务方便，下次买还是买平安的。,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,口袋理赔灵活方便,0.0845433799861
408,292370887,客户称1，处理理赔快，出了事故，然后去处理，拖的时间不是很长。,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.260205579075
409,292370887,2，服务还可以。工作人员到了现场会处理的很妥当，让车主没有太多的烦恼，出了事了工作人员就来处理的很好。,查勘员业务熟练,无明确原因/没有,理赔整体服务好,查勘员业务熟练,0.604290485634
410,292370891,一：没有出过险，没有联系过，什么也不知道,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.606367011054
411,292370899,1.各方面都还可以,都好/都满意/差不多,都好/都满意/差不多,销售人员服务态度好（热情/耐心/积极/坚持）,都好/都满意/差不多,0.247819903478
412,292370932,"1.态度比较热情,在车子发生事故要求赔偿时服务人员比较热情,买车的时候服务人员很热情",销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.501906983535
413,292370932," 2.保养的时候挺快,别的车行去保养的时候要几个小时,客户去保养的时候一个多小时就好了",产品好/不错/有优势/满足客户需求,业务等待时间短/到现场快,业务等待时间短/到现场快,产品好/不错/有优势/满足客户需求,0.604687890713
414,292370954,都蛮好：理赔快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.133567880156
415,292370954,投保渠道多，都比较好。,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,服务人员/ 服务渠道多,0.285746694002
416,292370968,比较方便。理赔方面比较方便,流程简单/手续简便,理赔整体时长合理,理赔整体时长合理,流程简单/手续简便,0.420728556863
417,292370968,便宜。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.152711197187
418,292370972,电话打过去，车子碰了一下，打的95511，服务也很好,坐席服务态度好（接线员和回访专员）,坐席服务态度好（接线员和回访专员）,坐席服务态度好（接线员和回访专员）,坐席服务态度好（接线员和回访专员）,0.271445246412
419,292370972,人也很快来了。,业务等待时间短/到现场快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,出单时效快,0.0594527574001
420,292370980,客户称有什么事处理得比较快,销售人员业务处理时间快/及时,业务等待时间短/到现场快,业务等待时间短/到现场快,销售人员业务处理时间快/及时,0.17031206195
421,292370980,一个是打电话及时的联系工作人员到现场处理,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.176637932992
422,292370980, 服务也很周到，保险到期了会及时通知你,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.765352844046
423,292370980,介绍得比较全面,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.366784266515
424,292371007,还没有用过也不知道 也是朋友介绍,朋友推荐的,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,朋友推荐的,朋友推荐的,0.658868169467
425,292371014,客户表示没有，第一年买,无明确原因/没有,无明确原因/没有,无明确原因/没有,无明确原因/没有,0.510782782335
426,292371019,买了保险送保单比较准时,配送时间快/及时,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,配送时间快/及时,0.367993219522
427,292371019,公司活动经常在手机上能收到,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,规模/大公司，有实力（涉及领域广）,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,规模/大公司，有实力（涉及领域广）,0.167383888584
428,292371019,"平安保险公司也比较正规,比较规矩,不存在说欺骗,蒙骗.",信誉/口碑好/信任公司/一直买平安,规模/大公司，有实力（涉及领域广）,信誉/口碑好/信任公司/一直买平安,规模/大公司，有实力（涉及领域广）,0.245077559783
429,292371056,哪些方面都挺好的(说不出来),都好/都满意/差不多,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.229045485682
430,292371063,一、车险理赔很到位：1、之前出了小事故，理赔员到现场明确了事故责任后当场就答复了,理赔整体时长合理,业务等待时间短/到现场快,理赔整体时长合理,理赔整体时长合理,0.189381500856
431,292371063,回去后通过审核下午理赔款就到了，理赔流程速度很快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.654082564725
432,292371063,二、服务很好：1、理赔员素质很高，到现场后实事求事,查勘员业务熟练,业务等待时间短/到现场快,业务等待时间短/到现场快,查勘员业务熟练,0.585360102394
433,292371063,态度很积极,查勘员服务积极主动,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,查勘员服务积极主动,0.296516362704
434,292371063,2、到达现场的速度还可以；,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.306604053903
435,292371065,都满意，服务，各方面都满意,都好/都满意/差不多,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,都好/都满意/差不多,0.278291045672
436,292371123,反应快,销售人员业务处理时间快/及时,无明确原因/没有,业务等待时间短/到现场快,销售人员业务处理时间快/及时,0.0853826932723
437,292371123,理赔快。发生车祸时，电话打过去，马上就安排下去，不用等很久。,理赔整体时长合理,理赔整体时长合理,业务等待时间短/到现场快,理赔整体时长合理,0.136429973464
438,292371123,勘查员比较负责。,查勘员服务积极主动,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,查勘员服务积极主动,0.504468599871
439,292371147,一.服务好,服务态度好（未具体说明）,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,服务态度好（未具体说明）,0.0737578248891
440,292371147,1.出险时方便 二.方便快捷 1.出险时方便,报案/报险方便,业务等待时间短/到现场快,流程简单/手续简便,报案/报险方便,0.346807048341
441,292371149,没什么还可以都差不多不错,都好/都满意/差不多,都好/都满意/差不多,都好/都满意/差不多,都好/都满意/差不多,0.580896945707
442,292371166,服务态度好：感觉上挺好,服务态度好（未具体说明）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,查勘员服务态度好,0.132216560635
443,292371180,"目前对平安车险没什么感觉,没有出过险",不了解/不熟悉不推荐/说不出来/不清楚/没有体验,无明确原因/没有,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,不了解/不熟悉不推荐/说不出来/不清楚/没有体验,0.259415843673
444,292371180,续保提醒还算到位.,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.390876201612
445,292371265,救援方面就比较好：车在路上抛锚了，可以过来救援,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,0.64551437354
446,292371277,服务好：出过一次险，现场勘查人员来得快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,查勘员业务处理时间快,0.192569704343
447,292371277,处理得也快,查勘员业务处理时间快,业务等待时间短/到现场快,业务等待时间短/到现场快,查勘员业务处理时间快,0.0879634190119
